IDLieu,Ville,Etat,Region
NS-18505_19140,Philadelphia,Pennsylvania,East 
RB-19795_90036,Los Angeles,California,West 
JK-15325_90032,Los Angeles,California,West 
PR-18880_94109,San Francisco,California,West 
EH-13945_19120,Philadelphia,Pennsylvania,East 
MA-17560_77070,Houston,Texas,Central
MA-17995_88001,Las Cruces,New Mexico,West 
JL-15505_77070,Houston,Texas,Central
AS-10045_97756,Redmond,Oregon,West 
DC-12850_44105,Cleveland,Ohio,East 
MD-17860_20707,Laurel,Maryland,East 
RH-19510_92037,San Diego,California,West 
TB-21175_27893,Wilson,North Carolina,South
EB-13930_33710,Saint Petersbur,Florida,South
BM-11785_60089,Buffalo Grove,Illinois,Central
BT-11530_90049,Los Angeles,California,West 
FW-14395_10011,New York City,New York,East 
RD-19480_89115,Las Vegas,Nevada,West 
TP-21130_60540,Naperville,Illinois,Central
CB-12535_5408,Burlington,Vermont,East 
QJ-19255_48234,Detroit,Michigan,Central
KM-16720_85323,Avondale,Arizona,West 
KM-16660_19140,Philadelphia,Pennsylvania,East 
IM-15055_89115,Las Vegas,Nevada,West 
ML-17395_4401,Bangor,Maine,East 
GH-14410_37075,Hendersonville,Tennessee,South
AG-10900_54703,Eau Claire,Wisconsin,Central
MG-17695_60610,Chicago,Illinois,Central
MJ-17740_92037,San Diego,California,West 
SJ-20125_39212,Jackson,Mississippi,South
LB-16795_93030,Oxnard,California,West 
SB-20185_98031,Kent,Washington,West 
CC-12610_37211,Nashville,Tennessee,South
DP-13000_10035,New York City,New York,East 
JL-15505_92683,Westminster,California,West 
SM-20320_18103,Allentown,Pennsylvania,East 
BB-10990_78207,San Antonio,Texas,Central
PB-19150_85323,Avondale,Arizona,West 
GM-14680_95123,San Jose,California,West 
NR-18550_8861,Perth Amboy,New Jersey,East 
EH-13765_10011,New York City,New York,East 
FH-14365_90004,Los Angeles,California,West 
BT-11680_6460,Milford,Connecticut,East 
AB-10105_61701,Bloomington,Illinois,Central
SC-20230_98105,Seattle,Washington,West 
RS-19870_52601,Burlington,Iowa,Central
AI-10855_95661,Roseville,California,West 
DJ-13420_94110,San Francisco,California,West 
BF-10975_19120,Philadelphia,Pennsylvania,East 
TH-21235_90049,Los Angeles,California,West 
AW-10930_55407,Minneapolis,Minnesota,Central
JW-15955_19120,Philadelphia,Pennsylvania,East 
MH-18025_70506,Lafayette,Louisiana,South
FM-14290_77803,Bryan,Texas,Central
GZ-14545_90008,Los Angeles,California,West 
TC-21535_90049,Los Angeles,California,West 
TB-21520_90045,Los Angeles,California,West 
RP-19390_85023,Phoenix,Arizona,West 
LR-16915_90036,Los Angeles,California,West 
MM-17260_43229,Columbus,Ohio,East 
NB-18655_32303,Tallahassee,Florida,South
DS-13030_94122,San Francisco,California,West 
VF-21715_94109,San Francisco,California,West 
SW-20275_10009,New York City,New York,East 
PW-19030_52302,Marion,Iowa,Central
KD-16615_90008,Los Angeles,California,West 
DO-13645_71603,Pine Bluff,Arkansas,South
GA-14725_65203,Columbia,Missouri,Central
JL-15505_57401,Aberdeen,South Dakota,Central
SU-20665_98103,Seattle,Washington,West 
FM-14380_48227,Detroit,Michigan,Central
MY-17380_38109,Memphis,Tennessee,South
NM-18445_89031,North Las Vegas,Nevada,West 
CS-11950_11520,Freeport,New York,East 
PK-19075_10035,New York City,New York,East 
HM-14860_10024,New York City,New York,East 
AH-10210_42420,Henderson,Kentucky,South
FC-14335_87105,Albuquerque,New Mexico,West 
CP-12085_33445,Delray Beach,Florida,South
SC-20305_19140,Philadelphia,Pennsylvania,East 
HJ-14875_98105,Seattle,Washington,West 
CB-12025_23223,Richmond,Virginia,South
EH-14185_33407,West Palm Beach,Florida,South
LW-17215_80525,Fort Collins,Colorado,West 
MK-17905_53132,Franklin,Wisconsin,Central
JH-15820_28110,Monroe,North Carolina,South
DB-13270_75081,Dallas,Texas,Central
TB-21625_19134,Philadelphia,Pennsylvania,East 
NM-18445_94109,San Francisco,California,West 
TT-21220_19901,Dover,Delaware,East 
RS-19765_76706,Waco,Texas,Central
TB-21625_21740,Hagerstown,Maryland,East 
AM-10360_44105,Cleveland,Ohio,East 
MP-17965_78501,Mcallen,Texas,Central
MH-17290_87505,Santa Fe,New Mexico,West 
CA-12265_94110,San Francisco,California,West 
KD-16615_10024,New York City,New York,East 
DW-13540_75220,Dallas,Texas,Central
AG-10495_48234,Detroit,Michigan,Central
JH-16180_19140,Philadelphia,Pennsylvania,East 
DK-13090_75007,Carrollton,Texas,Central
AR-10825_10009,New York City,New York,East 
SM-20005_77041,Houston,Texas,Central
DB-13660_90036,Los Angeles,California,West 
PF-19225_98026,Edmonds,Washington,West 
AJ-10945_94110,San Francisco,California,West 
EB-14110_10035,New York City,New York,East 
ES-14080_97477,Springfield,Oregon,West 
SS-20410_40324,Georgetown,Kentucky,South
AG-10900_33065,Coral Springs,Florida,South
CY-12745_94110,San Francisco,California,West 
RP-19270_94110,San Francisco,California,West 
DB-13360_92503,Riverside,California,West 
CK-12325_45373,Troy,Ohio,East 
DN-13690_92553,Moreno Valley,California,West 
DP-13105_98115,Seattle,Washington,West 
RO-19780_60623,Chicago,Illinois,Central
MA-17560_49201,Jackson,Michigan,Central
JD-15895_10024,New York City,New York,East 
PS-18970_98105,Seattle,Washington,West 
JF-15415_63301,Saint Charles,Missouri,Central
RD-19480_11561,Long Beach,New York,East 
ES-14080_8701,Lakewood,New Jersey,East 
KN-16390_20735,Clinton,Maryland,East 
VP-21760_43229,Columbus,Ohio,East 
CS-11950_91104,Pasadena,California,West 
KB-16600_98105,Seattle,Washington,West 
AJ-10945_90045,Los Angeles,California,West 
PO-18865_7017,East Orange,New Jersey,East 
DP-13105_54703,Eau Claire,Wisconsin,Central
GM-14500_60610,Chicago,Illinois,Central
CC-12670_33614,Tampa,Florida,South
SJ-20125_10009,New York City,New York,East 
SF-20200_85204,Mesa,Arizona,West 
RM-19375_5408,Burlington,Vermont,East 
KM-16375_77070,Houston,Texas,Central
FH-14275_60505,Aurora,Illinois,Central
DG-13300_80219,Denver,Colorado,West 
MW-18220_10011,New York City,New York,East 
SC-20845_60004,Arlington Heigh,Illinois,Central
BD-11500_23602,Newport News,Virginia,South
LP-17080_85705,Tucson,Arizona,West 
NP-18700_10024,New York City,New York,East 
DP-13105_19134,Philadelphia,Pennsylvania,East 
RB-19465_60653,Chicago,Illinois,Central
LC-17140_10035,New York City,New York,East 
WB-21850_19143,Philadelphia,Pennsylvania,East 
MH-17785_85301,Glendale,Arizona,West 
SC-20305_90036,Los Angeles,California,West 
MH-17620_77041,Houston,Texas,Central
JC-15775_98115,Seattle,Washington,West 
RD-19810_28314,Fayetteville,North Carolina,South
SC-20695_77041,Houston,Texas,Central
NC-18535_94122,San Francisco,California,West 
JO-15145_14215,Buffalo,New York,East 
VW-21775_77340,Huntsville,Texas,Central
BP-11185_75081,Dallas,Texas,Central
PP-18955_19134,Philadelphia,Pennsylvania,East 
SC-20725_85345,Peoria,Arizona,West 
BM-11785_19143,Philadelphia,Pennsylvania,East 
CD-11920_92054,Oceanside,California,West 
GM-14680_19134,Philadelphia,Pennsylvania,East 
BW-11065_10035,New York City,New York,East 
RE-19405_44240,Kent,Ohio,East 
HR-14770_32216,Jacksonville,Florida,South
TP-21565_75019,Coppell,Texas,Central
KB-16315_46203,Indianapolis,Indiana,Central
AC-10660_46226,Lawrence,Indiana,Central
DN-13690_74133,Tulsa,Oklahoma,Central
CC-12430_98052,Redmond,Washington,West 
TS-21340_94109,San Francisco,California,West 
MO-17800_99207,Spokane,Washington,West 
RP-19855_90032,Los Angeles,California,West 
JL-15175_37421,Chattanooga,Tennessee,South
BW-11110_27405,Greensboro,North Carolina,South
SJ-20500_94122,San Francisco,California,West 
FG-14260_10024,New York City,New York,East 
EH-14125_90712,Lakewood,California,West 
BS-11590_40214,Louisville,Kentucky,South
JS-16030_43229,Columbus,Ohio,East 
JC-15775_19711,Newark,Delaware,East 
JM-15265_98115,Seattle,Washington,West 
CD-12280_10024,New York City,New York,East 
JM-15265_60653,Chicago,Illinois,Central
SS-20410_60543,Oswego,Illinois,Central
HG-14845_75220,Dallas,Texas,Central
BC-11125_19134,Philadelphia,Pennsylvania,East 
AB-10255_90008,Los Angeles,California,West 
MY-18295_77036,Houston,Texas,Central
NF-18385_26003,Wheeling,West Virginia,East 
NB-18655_7501,Paterson,New Jersey,East 
EM-13960_97206,Portland,Oregon,West 
MF-17665_35810,Huntsville,Alabama,South
CM-12385_94110,San Francisco,California,West 
EC-14050_73120,Oklahoma City,Oklahoma,Central
BO-11350_74012,Broken Arrow,Oklahoma,Central
VM-21835_92691,Mission Viejo,California,West 
AB-10060_46142,Greenwood,Indiana,Central
CM-12235_53209,Milwaukee,Wisconsin,Central
KW-16570_94109,San Francisco,California,West 
MM-17920_13440,Rome,New York,East 
RD-19900_48127,Dearborn Height,Michigan,Central
LM-17065_10024,New York City,New York,East 
CS-11845_60623,Chicago,Illinois,Central
KT-16480_75217,Dallas,Texas,Central
BE-11410_54915,Appleton,Wisconsin,Central
NF-18475_32216,Jacksonville,Florida,South
DL-13315_60653,Chicago,Illinois,Central
MS-17710_43402,Bowling Green,Ohio,East 
MM-18055_94110,San Francisco,California,West 
JB-15400_90049,Los Angeles,California,West 
SG-20605_60623,Chicago,Illinois,Central
PB-18805_98115,Seattle,Washington,West 
AC-10615_77705,Beaumont,Texas,Central
MR-17545_98103,Seattle,Washington,West 
BF-11215_75217,Dallas,Texas,Central
BW-11200_10011,New York City,New York,East 
TS-21610_60610,Chicago,Illinois,Central
AS-10045_94110,San Francisco,California,West 
AA-10375_2908,Providence,Rhode Island,East 
PS-18970_85023,Phoenix,Arizona,West 
RP-19270_77095,Houston,Texas,Central
NC-18625_47201,Columbus,Indiana,Central
SC-20020_19140,Philadelphia,Pennsylvania,East 
BD-11560_22153,Springfield,Virginia,South
SM-20950_80020,Broomfield,Colorado,West 
EB-14110_43229,Columbus,Ohio,East 
HP-14815_3301,Concord,New Hampshire,East 
EB-14170_77095,Houston,Texas,Central
SM-20905_43055,Newark,Ohio,East 
CG-12040_90045,Los Angeles,California,West 
TG-21640_33614,Tampa,Florida,South
DK-12835_68025,Fremont,Nebraska,Central
MB-17305_43229,Columbus,Ohio,East 
SF-20065_91767,Pomona,California,West 
PS-18760_78207,San Antonio,Texas,Central
RB-19705_10035,New York City,New York,East 
RS-19870_19120,Philadelphia,Pennsylvania,East 
SB-20185_10024,New York City,New York,East 
HJ-14875_48234,Detroit,Michigan,Central
SV-20815_33142,Miami,Florida,South
BE-11410_94521,Concord,California,West 
AZ-10750_60090,Wheeling,Illinois,Central
HD-14785_60610,Chicago,Illinois,Central
BF-11005_77506,Pasadena,Texas,Central
HZ-14950_10024,New York City,New York,East 
FC-14245_95823,Sacramento,California,West 
TP-21130_97477,Springfield,Oregon,West 
EB-13705_76063,Mansfield,Texas,Central
JP-15520_72401,Jonesboro,Arkansas,South
TD-20995_23464,Virginia Beach,Virginia,South
DM-13345_14609,Rochester,New York,East 
EG-13900_23320,Chesapeake,Virginia,South
HG-14965_43130,Lancaster,Ohio,East 
BF-11080_10024,New York City,New York,East 
SC-20095_90045,Los Angeles,California,West 
CS-11950_39212,Jackson,Mississippi,South
BD-11320_95695,Woodland,California,West 
MZ-17515_98115,Seattle,Washington,West 
PW-19030_90049,Los Angeles,California,West 
BS-11380_43402,Bowling Green,Ohio,East 
DA-13450_43130,Lancaster,Ohio,East 
ME-17725_75220,Dallas,Texas,Central
MH-17785_79424,Lubbock,Texas,Central
BT-11440_48227,Detroit,Michigan,Central
MM-17920_43055,Newark,Ohio,East 
NM-18520_10011,New York City,New York,East 
MH-17455_55407,Minneapolis,Minnesota,Central
TC-21295_2149,Everett,Massachusetts,East 
MH-17785_98105,Seattle,Washington,West 
EP-13915_90032,Los Angeles,California,West 
JH-15985_28027,Concord,North Carolina,South
CM-12715_98103,Seattle,Washington,West 
FO-14305_85301,Glendale,Arizona,West 
MW-18220_55433,Coon Rapids,Minnesota,Central
MS-17365_90045,Los Angeles,California,West 
HP-14815_85705,Tucson,Arizona,West 
AS-10090_10035,New York City,New York,East 
CS-12505_91767,Pomona,California,West 
ME-17320_93101,Santa Barbara,California,West 
MS-17770_94109,San Francisco,California,West 
KH-16690_92503,Riverside,California,West 
LC-16885_90049,Los Angeles,California,West 
AF-10870_92672,San Clemente,California,West 
AH-10465_35601,Decatur,Alabama,South
GK-14620_27405,Greensboro,North Carolina,South
KL-16645_94568,Dublin,California,West 
FM-14290_19143,Philadelphia,Pennsylvania,East 
JL-15850_77095,Houston,Texas,Central
GM-14500_93309,Bakersfield,California,West 
MC-17635_47374,Richmond,Indiana,Central
CS-12490_10009,New York City,New York,East 
AH-10030_94122,San Francisco,California,West 
EP-13915_94122,San Francisco,California,West 
FW-14395_90032,Los Angeles,California,West 
KA-16525_92037,San Diego,California,West 
SC-20050_76017,Arlington,Texas,Central
PG-18895_23223,Richmond,Virginia,South
TA-21385_10035,New York City,New York,East 
PO-18850_77041,Houston,Texas,Central
SM-20950_6824,Fairfield,Connecticut,East 
SC-20695_45503,Springfield,Ohio,East 
HK-14890_48234,Detroit,Michigan,Central
BT-11485_19140,Philadelphia,Pennsylvania,East 
KM-16660_90301,Inglewood,California,West 
SP-20920_93405,San Luis Obispo,California,West 
LB-16795_19805,Wilmington,Delaware,East 
JS-16030_94122,San Francisco,California,West 
CS-11950_90045,Los Angeles,California,West 
MD-17350_19143,Philadelphia,Pennsylvania,East 
LD-17005_94122,San Francisco,California,West 
DB-13270_19134,Philadelphia,Pennsylvania,East 
AT-10735_77041,Houston,Texas,Central
DK-13375_17602,Lancaster,Pennsylvania,East 
CS-12250_54302,Green Bay,Wisconsin,Central
JF-15565_10024,New York City,New York,East 
TW-21025_10011,New York City,New York,East 
TB-21250_61701,Bloomington,Illinois,Central
SC-20380_83704,Boise,Idaho,West 
KM-16720_1852,Lowell,Massachusetts,East 
EB-14170_98115,Seattle,Washington,West 
JE-15715_90049,Los Angeles,California,West 
NC-18535_23666,Hampton,Virginia,South
AD-10180_19134,Philadelphia,Pennsylvania,East 
NF-18475_68104,Omaha,Nebraska,Central
KD-16615_90032,Los Angeles,California,West 
EP-13915_92037,San Diego,California,West 
JJ-15445_19711,Newark,Delaware,East 
BE-11410_60505,Aurora,Illinois,Central
BP-11290_90008,Los Angeles,California,West 
BH-11710_60653,Chicago,Illinois,Central
EM-13810_3820,Dover,New Hampshire,East 
EP-13915_60610,Chicago,Illinois,Central
NZ-18565_98115,Seattle,Washington,West 
LC-16870_23223,Richmond,Virginia,South
SF-20965_94109,San Francisco,California,West 
KM-16375_72762,Springdale,Arkansas,South
ML-17395_98103,Seattle,Washington,West 
MC-18100_90036,Los Angeles,California,West 
DB-13660_6457,Middletown,Connecticut,East 
LW-17215_49505,Grand Rapids,Michigan,Central
TC-21535_94122,San Francisco,California,West 
SC-20050_33012,Hialeah,Florida,South
FM-14215_19143,Philadelphia,Pennsylvania,East 
PF-19225_30318,Atlanta,Georgia,South
LF-17185_78207,San Antonio,Texas,Central
CL-12565_11561,Long Beach,New York,East 
EM-13825_7501,Paterson,New Jersey,East 
ME-17725_40214,Louisville,Kentucky,South
BG-11035_23666,Hampton,Virginia,South
CJ-12010_77070,Houston,Texas,Central
KH-16360_77070,Houston,Texas,Central
SH-19975_60610,Chicago,Illinois,Central
CS-12490_43615,Toledo,Ohio,East 
JK-15730_95240,Lodi,California,West 
PJ-19015_10024,New York City,New York,East 
AP-10720_33311,Fort Lauderdale,Florida,South
JW-15955_27604,Raleigh,North Carolina,South
PT-19090_60623,Chicago,Illinois,Central
TB-21595_97206,Portland,Oregon,West 
CB-12025_7017,East Orange,New Jersey,East 
AG-10495_33710,Saint Petersbur,Florida,South
BD-11605_94122,San Francisco,California,West 
JS-15685_10035,New York City,New York,East 
NF-18385_28205,Charlotte,North Carolina,South
SC-20305_77705,Beaumont,Texas,Central
GA-14515_75220,Dallas,Texas,Central
CY-12745_45503,Springfield,Ohio,East 
WB-21850_77571,La Porte,Texas,Central
DL-12865_90805,Long Beach,California,West 
RE-19450_62521,Decatur,Illinois,Central
MH-17290_90008,Los Angeles,California,West 
EH-13765_95240,Lodi,California,West 
EH-13765_10009,New York City,New York,East 
GA-14515_94109,San Francisco,California,West 
GA-14515_31907,Columbus,Georgia,South
EB-13840_98103,Seattle,Washington,West 
HR-14770_47374,Richmond,Indiana,Central
SM-20950_10009,New York City,New York,East 
EA-14035_45040,Mason,Ohio,East 
MH-17455_60623,Chicago,Illinois,Central
SL-20155_10024,New York City,New York,East 
NP-18685_44134,Parma,Ohio,East 
RF-19840_10035,New York City,New York,East 
BE-11455_44105,Cleveland,Ohio,East 
JK-15370_10035,New York City,New York,East 
CC-12100_44105,Cleveland,Ohio,East 
LL-16840_30188,Woodstock,Georgia,South
KE-16420_90008,Los Angeles,California,West 
SG-20605_47905,Lafayette,Indiana,Central
CA-12265_10024,New York City,New York,East 
RD-19585_13501,Utica,New York,East 
VG-21805_8701,Lakewood,New Jersey,East 
SH-19975_53209,Milwaukee,Wisconsin,Central
MM-17920_60623,Chicago,Illinois,Central
JF-15415_60653,Chicago,Illinois,Central
LP-17095_45014,Fairfield,Ohio,East 
MP-18175_45503,Springfield,Ohio,East 
SC-20845_80027,Louisville,Colorado,West 
DP-13000_75007,Carrollton,Texas,Central
KD-16615_92804,Anaheim,California,West 
RP-19855_40475,Richmond,Kentucky,South
KN-16390_93101,Santa Barbara,California,West 
TM-21010_52302,Marion,Iowa,Central
JF-15190_10035,New York City,New York,East 
MY-18295_77803,Bryan,Texas,Central
AT-10435_44312,Akron,Ohio,East 
JF-15490_60653,Chicago,Illinois,Central
DH-13075_10035,New York City,New York,East 
IM-15055_94122,San Francisco,California,West 
KH-16510_92404,San Bernardino,California,West 
JK-15205_14304,Niagara Falls,New York,East 
AS-10240_19120,Philadelphia,Pennsylvania,East 
SC-20575_2920,Cranston,Rhode Island,East 
CP-12340_90049,Los Angeles,California,West 
NS-18640_10009,New York City,New York,East 
JL-15835_94122,San Francisco,California,West 
MD-17350_92804,Anaheim,California,West 
RD-19660_98103,Seattle,Washington,West 
NH-18610_19120,Philadelphia,Pennsylvania,East 
HW-14935_46203,Indianapolis,Indiana,Central
DB-12970_90045,Los Angeles,California,West 
KN-16705_10801,New Rochelle,New York,East 
AJ-10945_85224,Chandler,Arizona,West 
CL-12700_41042,Florence,Kentucky,South
CM-12655_77041,Houston,Texas,Central
