BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
German Shepherd	0.3333333333	0	2.25	0.5	0.5	3.75	0.25	0	0	0.5	0.5	2.6666666667	2	1.5
Australian Shepherd	2.6	0	1.5	0	0	2.625	1.25	3.75	0.1666666667	1.2857142857	0.75	2.3333333333	2.8333333333	3
Yorkshire Terrier	0.6666666667	0	0	0	0	3.4285714286	0	0.75	0.3333333333	0.1428571429	0	2.1666666667	0.3333333333	1.5
Siberian Husky	0	0	0.5	0	0.5	2.5	3	0.25	0	0.375	0.25	1.3333333333	1.1666666667	2
Siberian Husky	0.5	0	0.5	0.75	0	3	1.5	1.75	0.8333333333	0	3	2.1666666667	1.8333333333	2
Siberian Husky	0	0	0.6666666667	0.5	0.75	1.75	2.75	0	0.5	0.5	0.25	0	1.1666666667	1
Labrador Retriever	0	0.2857142857	0.25	0.5	0.75	3	0.5	0.25	0.8333333333	0	0.25	0.8333333333	0.8333333333	2
Labrador Retriever	0	0	0	0	0	3.375	2	0	0	0	0	2.1666666667	1.5	4
Labrador Retriever	0.1	0.375	0.25	0	0	3.375	1	0	0.1666666667	0	0.25	3.6666666667	3.1666666667	4
Mixed Breed/Unknown	0.2	0.125	2	2.25	0	2.4285714286	3	0.25	1.1666666667	1.125	0	1.3333333333	0.5	2.5
Labrador Retriever	0.8	0	0.75	0.25		2.25	2.25	0	0.8	0	0.25	2.1666666667	2	2
Dachshund	0	0	3	1	0	1.75	1.5	2.25	1	1.75	2.5	3.5	4	2.5
Dachshund	0	0.25	0	0	2	0.375	2.25	2	1.8	0.875	2.75	3.6666666667	4	2
American Pit Bull Terrier	0	0	0.25	0.75	0	3.125	0.75	0	0.6666666667	0	0	1.8333333333	1.5	1.5
Cardigan Welsh Corgi	0.7	0	0.75	0	1	1.75	2	0.5	0.3333333333	0.5		2.2	2.6666666667	3
Border Collie	1.7	0.1428571429	0	0	0	3.875		3.5	1.6666666667	1.25	0.5	1.1666666667	1	3
Poodle (Standard)	1	0	0.5	0.5	0.75	3.1428571429	3.25	0.25	0.5	1.125	0	1.3333333333	1.6666666667	0
Labrador Retriever	0.3	0.4285714286			0	2.5	0	0.75			2.25	1.3333333333	0.6666666667	0
Labrador Retriever	0.2	0.5714285714	1.25	1	0.5	3.1428571429	1	0	0	0.5	0.5	1	1.1666666667	1.5
Border Collie	0.6	1.75	1	1.3333333333		2.125	2.25	1	1.1666666667	1.375	3	2.3333333333	2.6666666667	3
Chihuahua		0.8571428571	2.6666666667			2.25	2.6666666667	2	2	0.625	1.3333333333	3.1666666667	2.2	3
Boxer	0.6	0	1.25	0.25	0.25	3.25	0	0	0.3333333333	0	0	1.8333333333	2.1666666667	1.5
Mixed Breed/Unknown	0.2	0	0.75	0	0.25	3	1	0.5	0.6666666667	0.25	0.75	1.5	0.8333333333	4
German Shorthaired Pointer	1.7	0	0	0.25	0.75	2.5	2.75	3	1.5	1.5	0.75	2.3333333333	1.8333333333	2.5
Dachshund (Miniature)	1.5		2.25	1.5	0.5	2	4	2.5	0	0.5	0.5	2	2.3333333333	1
Mixed Breed/Unknown	0		0	0	0.25	3.5714285714	0.5	0	0	0.375	0	2	0.1666666667	0
Mixed Breed/Unknown	0.4	0	0.5	4	0	2.125	1.5	3	3.6666666667	1.125	2	1.3333333333	3	0
Mixed Breed/Unknown	0.4444444444	0.125	0.25	1.5	0	2	1.3333333333	1.75	1	1.125	1.3333333333	2	0.8333333333	2
Great Pyrenees	0.7	0	0.5	0.5	0.25	2.625	2.25	0.75	0.6666666667	0.25	0	0.6666666667	1.1666666667	2.5
Collie	0.8	0.125	0	0.25	0	3.375	1	0	1.4	0.125	1	1.4	2.6666666667	0.5
Alaskan Malamute	0.2	0			0	2.375	3.25	0.3333333333	0	1.75	0.25	1.8333333333	3	3
Siberian Husky	0	0	0	0.25	0.25	2.75	2.75	0.5	0.1666666667	0.875	0.25	0.5	1.1666666667	1.5
Siberian Husky	0	0	0.25	0.5	0.5	2.75	3	0	0	0	0	0.5	1	1
German Shepherd	0.3333333333	0	0.25	0	0	3.75	0.5	0.25	0	0.625	0	0.5	3	0.5
Keeshond	0.4	0.25	0.75	0	0.5	3.5	0.25	0	0	0.375	0	1	3	2.5
Bichon Frise	0.625	0.125	1.25	0.5		2.8333333333	0.5	0	0.8333333333	0.5	0.75	1.8333333333		1.5
Labrador Retriever	0.9	0.375	1	0.5	0.5	2.375	2.75	0	2.3333333333	0.5	0.5	3.8333333333	2	2
Mixed Breed/Unknown	0.3	0	0.75	0.5	0.5	2.625	2	0.75	0.8	1	0.5	2	1.5	3.5
Mixed Breed/Unknown	0.7	0.125	2.75	0	0.75	2.75	2.5	0	0.1666666667	1.625	1.25	2.3333333333	2.1666666667	2
Pomeranian	0.6	0	0.5	0.5	0.5	1.125		0.5	1	0.375	0.75	1.3333333333	2.5	2
Schipperke	0	0	0.75	0		2.2857142857	3	0	0.4	0.25		1.8333333333	1.5	3.5
Husky Mix	2	2	2	2	2	1.625	2	2	2	2.125	2	1	1.8333333333	
Mixed Breed/Unknown	2.4	0	3.3333333333	2	1	1.75	3	2	1.4	1		2.6666666667	0.3333333333	2.5
Rottweiler	0	0	0.5	0.5	0	2.875	3	0	0.1666666667	0.5	0.75	2.8333333333	2.5	3
Mixed Breed/Unknown	1.3	0.5	0.75	3.25	2	3	3.75	1	2	1.625	1	4	2.8333333333	3.5
Boxer	0.1	0	0	0	0	3	0.25	1.5	1.3333333333	0.125	0	2	1.8333333333	3
English Springer Spaniel	0.3	1.2857142857	1	1.5	2	3.25	1.75	0	0.8	0.25	1	2	1.8	2
American Pit Bull Terrier	0	0	0.75	1.3333333333		2.625	0.5	0	1.8	0.875	1	3	3	2
Australian Cattle Dog	0.7	0	2	1.5	2.25	2.625	2.5	0.5	0	0.5	0.5	3.1666666667	1.8333333333	2
American Pit Bull Terrier	0	0	0.75	0	0	3	1.75	1.75	1.1666666667	1	0.5	1.6666666667	2.3333333333	1
Poodle (Toy)	0.1	0.125	0	0.5	0	2.25	3.25	0	0.3333333333	0.375	1.25	1.5	1.1666666667	1.5
Poodle (Standard)	0	0	0.25	0.25	0.25	2.7142857143	2.25	0.25	0.1666666667	0.75	0	2.8333333333	1.8333333333	2.5
Pyrenean Shepherd	2.1	0.125	2.5	2	1	2.75	3	1	0.6666666667	0	0	2.5	2.5	3
Pyrenean Shepherd	0.6	0	2	2.5	1	2.875	3.5	1.5	1.8333333333	0.625	0.5	2.1666666667	2	2
Small Munsterlander Pointer	0.3	0.125	1.5	0.75	0.25	3.125	3	0	0	0	0.25	2.5	1.8333333333	2
Mixed Breed/Unknown	1.1	0	1.25	2		2.875	2.25	1.75	2.2	0.625	1	2	2	2.5
Doberman Pinscher	1.1	0.25	0.25	0.25	0	1.7142857143	1.75	1	0.8333333333	1.125	0.5	2.1666666667	1	2.5
Soft Coated Wheaten Terrier	0	0	0	0.75		2.125	2.25	0	0	0.375	1	2	1.6666666667	3
West Highland White Terrier	0.4444444444		4			2.375	4	1		0.875	0	2.5	1.6	2
Mixed Breed/Unknown	0.8	0	2	1	2.25	2.375	3.75	0	2.5	0.875	2	3	2.6666666667	3
Mixed Breed/Unknown	1.6	0	1	0.25	1.25	2.375	3.5	1.5	2.5	1.25	2	3.3333333333	1.1666666667	3.5
Mixed Breed/Unknown	0	0.25	0.25	0.25	0	2.75		0.25	1.6666666667	0.75	0.75	3	2.3333333333	2
Shetland Sheepdog	0	0	0.25	0	0	1.8571428571	3.5	0	0.3333333333	0	0	2.6	1.3333333333	2.5
Samoyed	0.4	0.125	1	1	0.25	3.25	1	1.25	0.3333333333	0.25	0	0.1666666667	1	1
Mixed Breed/Unknown	0.3	0.125	0.5	0.25	0	2.8571428571	2.75	0	1	0.75	0.25	1	2.3333333333	0.5
Mixed Breed/Unknown	1.7	0.125	1.75	2	0	2.8571428571	2.5	3.25	1.8	0.375	1.75	2	1.6666666667	1
Shetland Sheepdog	0	0.25	0.75	2.25	1.6666666667	1.75	3.3333333333	1.75	1.5	1.125	0.75	2	2.8333333333	2
Mixed Breed/Unknown	0.6	0	1	1	1	3	1.75	0	1	0.875	0.75	2.5	2.8333333333	1.5
Maltese	1	0.125	1	0	0.25	1.7142857143	1.6666666667	0	0.3333333333	1.625	1.25	3.4	1.5	3
Mixed Breed/Unknown		0			0.5		3		1	0.5714285714	0.25	1.1666666667	1.6666666667	3
Bernese Mountain Dog	0.1	0	0.75	0	0	3.125	2	0	0.3333333333	0	0.5	1.1666666667	1	1
Bernese Mountain Dog	0	0	0	0.5	0	3.25	2.5	0	0.3333333333	0	0	1.5	0.8333333333	1.5
Golden Retriever	0.8	1.4285714286	2.5	1.25	0.5	1.625	2	1.25	1.5	2.25	2.5	3.5	3	2.5
Mixed Breed/Unknown	0.8	0	2	0.75		3.125	3	1	1	1	0.3333333333	2	1.1666666667	2
Puli	2.2	0.5	2	1.25		1	2.25	1.5	1.2	1.625	0.6666666667	3.1666666667	2	2
Shiloh Shepherd	2.9	0	3.75	0	1	2.375	4	0	0.8333333333	0	1	2.8333333333	1.3333333333	2
German Shepherd	1.9	0.125	1	0	0.5	3.25	3.5	0	0.5	0	0	3	1.3333333333	4
German Shepherd	0.8	0.125	2	0	1.25	3.25	3.5	0	0	0	0	3.5	3.8333333333	3
Labrador Retriever	0.4	0	0	0	0	3.375	0	0	0	0.375	0	2.5	0.5	2.5
Labrador Retriever	1.3	0	1.25	1.75	0.75	2.75	2	0.5	0	0.25	2	3.5	2.5	0
Mixed Breed/Unknown	0.5	0	0.75	0.25	0.25	2.5	0.5	0	0.6666666667	0	1.25	1.8333333333	1.8333333333	1.5
Mixed Breed/Unknown	1.9	1.125	1.75	1.75	1.25	2.25	2.5	1.25	0.6666666667	0.5	1.5	2.3333333333	1.3333333333	2
Mixed Breed/Unknown	2.6	2.375	2.25	2.25	1.5	2.125	3.25	2.5	1.1666666667	1.125	2	2.5	0.8333333333	2
Mixed Breed/Unknown	0.4	0	0.5	0.75	0	1.625	3.25	0	0	0.375	0	2	1.8333333333	1
Belgian Sheepdog	0.7	0.5	1	0	1	2.75	0.75	0.25	0.6666666667	0.25	0.75	2.6666666667	2.8333333333	2
Belgian Sheepdog	2	0	1.75	0	2	3.4285714286	2	2.75	0.6666666667	1.8571428571	0.75	2	2.8333333333	1
West Highland White Terrier	0.6	0	1	1.25		2.875	4	1.75	3.1666666667	0.25	1.25	2.6666666667	1	1.5
German Shepherd	1.8	0	2	3.3333333333	0	1.625	2.75	2	1.4	1.2857142857	2	4	3	4
Yorkshire Terrier	0.4	0	1	1.75	0.75	1.375	1.75	1	1.2	3.3333333333	0.75	2.3333333333	2	1
Vizsla	0	0.125	1.25	0.25	0.5	3.1428571429	1	0	0.2	0.375	0	1.6	2.3333333333	2.5
Mixed Breed/Unknown	0.7	0	1.5	1	0.75	3.375	3.25	1.25	1	0.25	0.25	2.3333333333	2.6666666667	1
Labrador Retriever	0.8	0	0.5	0		2.125	2	0.25	0.6666666667	0.375	0.25	2.6666666667	1.5	2
Cardigan Welsh Corgi	0.9	0	0.3333333333	0		2.5714285714	2.5	0.75	0.3333333333	0	1	2	2.1666666667	1.5
Weimaraner	0.2	0	1	1.25	1	2.75	2.75	1.5	0.1666666667	0.25	2	2.6666666667	2.6666666667	2.5
Lhasa Apso	2.1	0.25	0.75	0	0	2.375	1.6666666667	0	0.8333333333	1.5	1	3.3333333333	2.6666666667	3
Mixed Breed/Unknown	2.6	0.25	2.3333333333	2.3333333333	0.75	2.25	3.5	2.6666666667	2.6	0.375	1.5	3.8333333333	3.6666666667	3
Havanese	0.6	0	0.5	0.25	1.5	2.5714285714	0.75	0	0.1666666667	0.375	0.5	2	1.8333333333	2.5
Doberman Pinscher	0.3	0	0.25	0.5	0	2.75	2	1	0.1666666667	0.75	0	2.6666666667	2.8333333333	3.5
Bichon Frise	1.6666666667	0	1.25	0.75		1.875	2	0	1	0.875	1.5	2.3333333333	1.8333333333	1.5
West Highland White Terrier	0.2	0	0.75	0	1.5	2.375	2.75	0	0.3333333333	0	0.25	2.5	2.8333333333	1.5
Boxer	0.8	0	2.75	0.5	0	3	1.75	0	0	0.375	0	3.6666666667	2.1666666667	1
Pomeranian	0	0.875	0	0.25	0	2.7142857143	2	0	0.3333333333	1.375	1	3.1666666667	3.1666666667	4
Airedale Terrier	0.5	0	1.25	0.5	1	3.125	1	0.75		0.375	0.5	2.3333333333	2.1666666667	4
Labrador Retriever	0	0	0	0	0	2.7142857143	0	0	0	0.125	0	1.6666666667	0.5	0.5
Rhodesian Ridgeback	0.2	0	0.5	0.25	0	2	0.75	0	0.1666666667	0	0	1.5	1	1.5
Dachshund (Miniature)	0.2	0	0.75	1.25	0	3.5	1.25	2.5	0.1666666667	1.7142857143	0.75	1.5	2.5	1.5
Chinese Shar-Pei	1.3	0	0.6666666667	0.6666666667	0	2.5		0.75	0.6666666667	0.25	0.25	1.4	0.8333333333	1.5
Rottweiler	1.3	0	0.75	0	2	2.625	2.5	0.75	1.1666666667	1.125	1	2.6666666667	2.3333333333	2
Mixed Breed/Unknown	0	0	0	0	0	2.5	1.25	0	0.6	0	0.3333333333	2.3333333333	1.6666666667	2
Golden Retriever	0.8	0.5		1	1.5	2.5	2.75	0	3.8	0.625	0	2.6666666667	1.3333333333	3.5
Shih Tzu	0	0.125	2	1	1.25	3.25	1.25	0	1.5	0.375	0.75	3.3333333333	1.5	1
German Shepherd	0.4	0	1.75	0	2.25	2.6666666667	3.6666666667	0.5	0.1666666667	0.75	0	2	2	3
Border Collie	0.3	0	0	0	0	3.75	2.5	0	0.6666666667	0	0	2.1666666667	2.1666666667	2
Mixed Breed/Unknown	0.5	0	0.25	0.75	0.25	3.25	2.75	0	3.3333333333	1.5	2.5	2	2.5	0
German Shepherd	0.1	0.25	0.5	0.5	0.25	1.25	0	0	0.5	0.125	1.5	1.1666666667	0.5	0
German Shepherd	1.1	0	2.5	1	2.25	2.25	2.75	1	0.8333333333	0.5	2.5	2.8333333333	2.3333333333	0.5
Mixed Breed/Unknown	0.1	0.5	0.75	1.25	1.75	3	2.75	0	0.1666666667	0.125	1.25	2.6666666667	2.3333333333	1.5
Australian Shepherd	1.5	0.125	0.5	0	1.75	2.8571428571	2	1.75	1	1.6666666667	1.25	3.3333333333	2.5	1.5
German Shepherd	0.7	0.625	3	0		2.375	3.75	0.25	0.3333333333	0.25	0.75	2.1666666667	3.1666666667	4
Mixed Breed/Unknown	0.7	1.25	0	0	1.75	2.125	3	0	0.8333333333	1	0	3.3333333333	2.5	3
Great Dane	1	0.1428571429	0	0	0.25	2.4285714286	0.5	0.5	0.2	1.125	0	2	1.5	2
Greyhound	0.2	0	0	0	0.75	2.1428571429	2.25	2.5	1.6666666667	0.5	2.5	2.1666666667	1.3333333333	0
Mixed Breed/Unknown	0.1	0	0.5	0.25	0.25	3.375	3	0	1	0	0	1.1666666667	2.3333333333	2
Manchester Terrier	2.2	0.25	2	1	0	2	1.5	2	0.8333333333	0.5	0	3.5	4	3
German Shepherd	1	1	1		1		4					3		
Mixed Breed/Unknown	0.1	0	0.25	0	1.25	1.25	4	0	0	1.125	0	2.8333333333	2.8333333333	2
Norwegian Elkhound	0.4	0.125	0.25	0.75	0.25	2.625	2.25	0.5	2.3333333333	0	1.75	2.5	1	0
Mixed Breed/Unknown	0.2	1.375	0.75	0	1.75	1.5	3.5	0	0.5	0.875	0.75	2.6666666667	2.5	2
Mixed Breed/Unknown	0.6	0	0	0.25		3.625	3.25	0	0	0.2857142857	0	2.5	2	2.5
Mixed Breed/Unknown	3	0	2.75	2.75	0.75	2.375	3.75	3.75	2.5	1.125	1.5	2.3333333333	2	2
Mastiff (English)	0	0	0	0.25	0	2.1428571429	1.75	0	0.8333333333	0.125	0.25	2	2.3333333333	2
Great Dane	0.4	0	1.5	2	0.25	3	3	0	0.3333333333	2	0.75	2.1666666667	1.8333333333	3
Poodle (Standard)	0.3	1.125	1		0	1.625		0.25	0.6666666667	1.25	0.6666666667	2.5	3.3333333333	3
Whippet	0	0.1428571429	0	1	0	2	2.25	0	0.5	1.625		2	1.6666666667	2.5
Cocker Spaniel (American)	0.5	0.125	0	0.6666666667		3.125	2.25	0	1	1.75	0.5	2.1666666667	3	3.5
Canaan Dog	1.3	0.125	1.3333333333	1.3333333333		2.875	3.25	1.5	0.5	0	0.75	1.8333333333	2.2	2
Shetland Sheepdog	0.3	0	0	0.75	0	2.5	2.25	2.5	2	0	0.5	2.1666666667	2	2
Cocker Spaniel (American)	0.2	0	0	0	0	2.25	1.75	0	0	0.125	1.5	0.4	1.1666666667	2
Brittany	0.5	0	1.6666666667	0.3333333333	0.25	3.25	2.5	0.25	0.3333333333	0.125	0.25	3.1666666667	3.5	4
Airedale Terrier	0.125	0	1	0	3.25	3.125	2.25	0	0	0.5	0.75	2	2.1666666667	2
Rottweiler	1.3	0	0.75	1	0	3.5	2.5	1.25	0.5	0.5	0	2.6666666667	2.1666666667	2
Rottweiler	0.6	0	1	0.25	0	1.875	2.75	0	0	0	0.25	1.1666666667	2.3333333333	2
Rottweiler	0.8	0.125	1.25	0	0.75	3.875	1	0	0	0	0	2.3333333333	1.3333333333	2.5
Golden Retriever	0	0	0.75	0.75	0	3.5	0	0	0.3333333333	0.125	0	1.4	0.8	1
Mixed Breed/Unknown	1.8	0.25	1.25	1.5	0.75	3.125	3.75	2.25	0.8333333333	0.25	2	3	2.8333333333	2
Labrador Retriever	0.4	0	0.5	0.25	1.25	3.25	1	0	0.5	1.4285714286	0	2.6666666667	2.6666666667	1.5
Mixed Breed/Unknown	0.6	0.625	0.5	1.25	0.25	2.25	0.5	1.25	1.3333333333	1	1.5	1	1.6666666667	1
Mixed Breed/Unknown	1.3	1.25	0.75	1.25	0	2.125	1.5	2.5	2	0.75	1.75	2.6666666667	2.1666666667	1
Labrador Retriever	0.8888888889	0	0.75	1.75	0	2.75	2.25	0.75	0.8	1	1.3333333333	2.6666666667	3	2.5
Labrador Retriever	0	0	0	0.75	0	2.875	0.75	0.25	0.6666666667	0	0.5	2.1666666667	1.5	2
Mixed Breed/Unknown	0.1111111111	0.625	0.5	1	0.25	2.375	2.25	0.5	0.3333333333	1.75	1.25	3	2.1666666667	2
Labrador Retriever	0.5	0.125	1.25	0	0.5	3.125	1.75	0	0.3333333333	0.375	0.25	0.6666666667	1.6666666667	2.5
Anatolian Shepherd	2.2222222222		0		1	1.4285714286	0					0.4	0.8	
Mixed Breed/Unknown	0	0	0.5	1.6666666667	0	1.625	1.25	3	2	0.75		1.6666666667	1.6666666667	1
Nova Scotia Duck Tolling Retriever	0.3	0	2.5	0.25	0.75	3.375	3.5	0	1	0.125	0.75	2	1.6666666667	3.5
Nova Scotia Duck Tolling Retriever	0.3	0	0.25	0	0	3.75	4	0.5	0.3333333333	0.125	0.75	2.1666666667	2	2
English Bulldog	0	0.25	0	0	0	0.75	0	0	0.8333333333	0.625	2.25	1	1.1666666667	0
Nova Scotia Duck Tolling Retriever	1.1	0	0.5	0.25	0.25	3.625	1	1.25	0.3333333333	0.5	0	1.1666666667	1.8333333333	2
Shetland Sheepdog	0.2	0	0.3333333333	0	0	3.25	1.3333333333	1	0.6666666667	0.25	0	1.8333333333	2.3333333333	2
Standard Schnauzer	0.9	0	0.25	0	0	2.125	2.5	0	1.1666666667	1.125	1.25	2	1.5	1.5
Labrador Retriever	0	0	0.25	2.25	0.75	2.5714285714		2.75	1.8333333333	0.75		2.8333333333	1.8	3
English Springer Spaniel	0.7	0.75	1.25	1.25	1	3.25	1.5	1	2	0.625	1.25	2.1666666667	2.1666666667	1.5
Rhodesian Ridgeback	0	0	0.5	0	0.25	1.125	1.5	0	1	0	0	2.1666666667	1.3333333333	1.5
Mixed Breed/Unknown	1	0	1.75	0	1.5	2.25	2	0.75	0.8333333333	0.25	0.6666666667	3	2.5	3
Jack Russell Terrier	0	0	0.75	0.25	0	2.625	2.25	0	1.3333333333	0.125	0	1.3333333333	2	1
Poodle (Standard)	1	0.375	1.75	1		3.25	2.75	1.25	0.6666666667	0.25	0.75	2.8	0.4	1
Pug	0.3	0.125	0	0.5	0	1.625	1.6666666667	0	0.3333333333	1.625	0	4	3.6666666667	3.5
Mixed Breed/Unknown	1.375	0.4285714286	0.3333333333	0.3333333333		2.8571428571	3.25	0.5	0.8333333333	0.125	1	1.6666666667	1.4	0.5
Border Collie	3.1	0	4	0	2.25	3.125	4	0.75	0.6666666667	0.375	0.75	2.1666666667	3.6666666667	3
Border Collie	0	0	0.75	1.5	2.5	2.5714285714	1.75	2.5	4	0	3.25	2.5	3.8333333333	1.5
Mixed Breed/Unknown	0	0	1.25	0	0	3.375	2.5	0	0.1666666667	0.25	0	1.8333333333	1	2
Mixed Breed/Unknown	1.3	1.25	0	0	0.5	2.5	3.5	0	0.8333333333	0.125	0.25	1.8333333333	1.1666666667	3
Labrador Retriever	1.5	0.25	0	0.75	0.75	2.625	2	0.75	2.1666666667	1	1.5	2.3333333333	4	1
Mixed Breed/Unknown	1.5	0	1.25	1.25	0.75	2.875		1.5	1.6666666667		0.75	2.3333333333	2.1666666667	
Mixed Breed/Unknown	2	0	0	0	0	3.25	0.75	0	0.6666666667	1.125	0	2.8333333333	1.1666666667	1
Border Collie	0	1.25	2.6666666667	0	3	2		0	0	0	0.25	1.8333333333	2.1666666667	2.5
Mixed Breed/Unknown	1.1	1.375	1.75	0.75	1.5	2.375	2.75	0.75	1	1	1	2.6666666667	2.6666666667	3.5
Miniature Schnauzer	1.3333333333	1.8333333333	0.6666666667			1.25	3.5	0	0.6666666667	0.8571428571	0.3333333333	2.5		3.5
Shiba Inu	1.2	0	1.5	2	0	2.625	1.5	1.5	1.3333333333	0.75	1.5	2.1666666667	1	2
Shiba Inu	0.7	0.125	0.75	1.25	0.25	2.25	3.5	1	2.1666666667	1.25	2.75	2.1666666667	1.6666666667	1.5
Cocker Spaniel (English)	0.1	0	0.75	1	1.25	2.5	2	0	0	0.5	2	0.6666666667	2.3333333333	2
Soft Coated Wheaten Terrier	0	0	1.75	0		2.5	3.75	0	1.3333333333	0	0.75	1.5	2.1666666667	3
German Shepherd	1	0	1	0.25	0.75	2.625	2.5	0	0.3333333333	1.125	0.5	2.6666666667	2.5	2
German Shepherd	1.6	0	1.75	1		3	2	1.75	2.3333333333	0.125	2.75	2.8333333333	3.6666666667	3.5
Collie	0.7	0	0			2.25	3	0	0.8333333333	0.5	0.5	0.5	1.3333333333	2
Irish Setter	0.4	0	0	0.5	0	2.1428571429	3	0	0.5	0.75	0.5	2.1666666667	1.6666666667	3
American Pit Bull Terrier	1.8	0	4	0	0.75	3.125	2.25	0	1	0.75	1.25	2	3.3333333333	4
Mixed Breed/Unknown		0			0		1.75		0.6	0.5	0	0.4	3	2.5
Australian Shepherd	0.3	0	1.25	1.25	0.5	3.375	1.75	0	0.5	1	0.25	2.1666666667	1.8333333333	2.5
Australian Shepherd	0.4	0	0.75	0.5	0.25	3.125	1.75	0	0.1666666667	0.75	0.25	2	2.1666666667	2
American Foxhound	0	0	0	0.25	0	2.625	2	0	0.3333333333	0.5	2	2.8333333333	2.5	2
Vizsla	0.4	0.25	0.25	0.25	0.5	2.75	2.3333333333	0.25	1.1666666667	0.125	0.75	1.6666666667	1.6666666667	2
Labrador Retriever	0.3	0	1.75	0	0.25	2.75	1.6666666667	0	0	0.125	0.5	2	1.3333333333	2
Weimaraner	0.4	0	0.25	0.25	0	1.625	2.6666666667	0.25	1	0.125	0.75	2.6666666667	2.3333333333	3
Lurcher	0.2	0.125	0.3333333333	1	0.5	3.375	4	0.25	0.8333333333	0.625	0.5	1.8	2.3333333333	0.5
Mixed Breed/Unknown	0.9	0.125	1.25	0	0.25	2	2.25	0.25	0.5	0.375	1.25	2.1666666667	1.6666666667	1.5
Greater Swiss Mountain Dog	0.375	0	0	0	0	2.875	3	0	0.1666666667	0	0.25	1.1666666667	1.3333333333	1.5
Mixed Breed/Unknown	0.1	0.125	2	2	0	1.375	1.75	0	0.3333333333	0	1	3	2.8333333333	2.5
Belgian Sheepdog	2.4	0.25	2.5	0	1	3.25	4	0	0.1666666667	0	1.25	3.3333333333	2	3
Belgian Sheepdog	1.6	0.125	2.25	0.5	0.5	3.375	2.75	2.5	2.3333333333	0.5	2	1.6666666667	3.5	2
Rottweiler	2.375	0.25	2.3333333333	1	0	2.25	2.75	1	0.3333333333	0.75	0.25	2.6666666667	1.8333333333	2
German Shepherd	0.6666666667	0	0.6666666667	0		3.1428571429	1.75	0.6666666667	1.3333333333	0.625	0.75	1.3333333333	1.5	0.5
Mixed Breed/Unknown	1.4	1.1428571429				2	3	1		2	0.75	2.5	4	3
Mixed Breed/Unknown	0.4	0.375	0.5	0		2.5	3.75	0	1	1.125	2	2.3333333333	3.3333333333	2.5
Labrador Retriever	0	0	0	0	0	2	0	0	1.6666666667	0.125	1.75	1.6666666667	1.6666666667	1.5
Rhodesian Ridgeback	0	0	4	1	1	3.125	2.75	0	0	0	0	1.8333333333	0.5	0.5
Rhodesian Ridgeback	0	0	0	0	0	2.125	2.25	0	1.1666666667	0	0	1.3333333333	1.1666666667	1.5
Bernese Mountain Dog	0.875	0	0.3333333333		0	2.5	1.25	0.5	0.4	0	0	2	1.6666666667	2
Boxer	2.2	0.125	2.3333333333	2.3333333333	0.5	2.75	2	2.75	0.5	2	0.75	2.6666666667	2.5	3.5
Labrador Retriever	0	0	0	1.25	0	3.75	1.3333333333	0.75	0.3333333333	0	0.25	1.6666666667	1.8333333333	1.5
Labrador Retriever	0	0.25	0	0	1	2.875	1.25	0	0	0	0.5	0.8333333333	1.5	1
Mastiff (English)	0.2	0.125	0.25	0.25	0.5	2.625	1.5	0	0.3333333333	1.875	1.25	1.8333333333	3.5	4
Mixed Breed/Unknown	0.3	0.25	0.5	0.5	0.25	3	1.75	1	0.8333333333	0.75	1	1.5	2.3333333333	3
Irish Setter	1.2	0	1.25	0.25	0.5	1.625	1.3333333333	0.25	0.5	0.5	0	2.3333333333	2.5	2
Cocker Spaniel (English)	0.7777777778	0	0	0	1.75	2.5	1.75	0	0.4	0.125	0	2.8333333333	3.8333333333	4
Border Collie	0	0	1	0	0.25	3.75	1.25	0	0	0	0	1.3333333333	1.8333333333	2
Doberman Pinscher	0.5555555556	0	1.5	0.5	0	3	4	0	0	0.5	0.25	2.5	1.3333333333	4
Doberman Pinscher	1.1	0	2	0	0.75	3.375	3	0	0.5	0	1	1.6666666667	1.6666666667	1.5
Mixed Breed/Unknown	2	0	3.25	0	0	2	3	0	0	0.75	0	2.3333333333	2.3333333333	0
Pekingese	1.4	0.75	1.5	1.3333333333	2.75	1.625	3.75	1.25	0.6666666667	1.875	2	3	1.1666666667	2
Mixed Breed/Unknown	1.1111111111	0	1	1.5	1	2.875	1.5	0.5	1.4	0.375	2.25	2.6666666667	2.3333333333	2
Cardigan Welsh Corgi	0	0.125	0.75	0.5	0.5	3.125	1.5	0	0.5	0.125	0	1	1.5	3
Mixed Breed/Unknown	1.6666666667	0	0.5	0.25	0.25	3.125	2	1.75	0.5	0	0.25	2.1666666667	1.1666666667	0.5
Brittany	0.3333333333	0	2	1.5	0.25	3.4285714286	2.25	0.3333333333	0.1666666667	0.375	0	3.1666666667	2.6666666667	3
Mixed Breed/Unknown	0.2	0	1.5	2.75		2.5	0	0.5	1.5	0	0.75	1.5	1.8333333333	1.5
Irish Wolfhound	1	0	1.25	1	0.25	2.625	3.5	1	0.1666666667	0	0.25	2.5	2	2
Doberman Pinscher		0				1.75			4	0.5			0	1
Doberman Pinscher	0	0	0		0	1.625		4		1.375			0	0
